deputyid,deputyname,partyid,congress_cat,party_cat,female,tier,alternate,educ_level2,age,state2,unit_individual,leadership,leg_experience,leg_exp_cat,leg_exp_dum,exec_experience,exec_exp_cat,exec_exp_dum,immed_govpartycon,amb2nd_govpartycon,ambition_immediate2014,ambition_immediate2014_2,genderimmedambcat2,genderimmedambcat3,gender2ndambcat3,dum1997,dum2000,dum2003,dum2006,postquota,immedmayorwin,immeddiplocwin,immedsenatewin,immedgovwin,immedregwin,secondmayorwin,seconddiplocwin,seconddipfedwin,secondsenatewin,secondgovwin,firstposition,firstposition3,powerleader,leadertype,nonpowerlead,age_cem,female2,include,include2,sample2,cem_weights_cont1,cem_weights_cont2,samplecont1c,samplecont2c,cem_weights_cont1party,cem_weights_cont2party,samplecont1cp,samplecont2cp
1460,Rodríguez Álvarez José Mario PAN,PAN,2000-2003,PAN,0,0,0,licenciatura,NA,Chihuahua,0,0,0,0,0,0,0,0,0,dep & gov party not congr.,died,retired/died/banned from office,NA,NA,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,NA,0,0,0,NA,1.4468263976460698,1.0789588562697805,NA,NA,2.6685714285714286,1.7819672131147541,NA,NA
1461,Rodríguez Barrera Rafael PRI,PRI,2000-2003,PRI,0,1,0,licenciatura,63,Campeche,0,1,2,1,1,6,2,1,1,dep & gov party congr.,national party,national party/nat. party leader,other,other,other,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,1,jcp/mdpres,0,60-95,0,0,0,1,0,0,NA,NA,0,0,NA,NA
1463,Rodríguez Escalona Ernesto Higinio PRI,PRI,2000-2003,PRI,0,0,0,licenciatura,41,Guerrero,0,1,0,0,0,1,1,1,1,dep & gov party not congr.,presidente municipal,presidente municipal,mayor ballot access,mayor/gov ballot access,appointed exec,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-lost,lost/appt. exec.,0,other chair,1,40-59,0,0,0,1,0,0,NA,NA,0,0,NA,NA
1464,Rodríguez Ferrusca Javier PAN,PAN,2000-2003,PAN,0,0,0,licenciatura,42,Queretaro,0,0,0,0,0,1,1,1,1,NA,presidente municipal,presidente municipal,mayor ballot access,mayor/gov ballot access,NA,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-lost,lost/appt. exec.,0,not a leader,0,40-59,0,0,0,NA,0.20556003463823944,0,1,NA,0.26685714285714285,0,1,NA
1466,Rodríguez López Jaime PRI,PRI,2000-2003,PRI,0,0,0,licenciatura,45,Michoacan,0,1,2,1,1,2,2,1,1,dep & gov party not congr.,gobernador,gobernador,other,other,other,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,other chair,1,40-59,0,0,0,1,0.6269581056466302,0,1,NA,0.6671428571428571,0,1,NA
1467,Rodríguez López José Roque PAN,PAN,2000-2003,PAN,0,0,0,primaria,48,Aguascalientes,0,0,0,0,0,1,1,1,1,NA,presidente municipal,presidente municipal,other,other,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,NA,0.20556003463823944,0.20647993121860717,1,NA,0.26685714285714285,0.31820843091334894,1,NA
1472,Rodríguez Torres David PAN,PAN,2000-2003,PAN,0,0,0,tecnico,50,Chihuahua,0,0,1,1,1,0,0,0,0,dep & gov party not congr.,regidor,regidor/sindico,regidor ballot access,deputy/regidor ballot access,other,0,1,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,ballotaccess-lost,lost/appt. exec.,0,not a leader,0,40-59,0,0,0,1,0.35321583416711566,0.9406307977736549,1,1,0,0,NA,NA
1473,Romero Aceves Rigoberto PAN,PAN,2000-2003,PAN,0,1,0,estudios de licenciatura,42,Baja California Sur,0,0,0,0,0,0,0,0,0,dep & gov party not congr.,state party,state party/state party leader,other,other,other,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,1,1.5915090374106766,1.6033479507505484,1,1,2.168214285714286,2.672950819672131,1,1
1474,Romero Apis José Elías PRI,PRI,2000-2003,PRI,0,1,0,licenciatura,52,Mexico,0,1,0,0,0,0,0,0,1,NA,academic,non-political position,other,other,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,1,power chair,0,40-59,0,0,0,NA,1.1399238284484186,0.7054730983302412,1,NA,0,0,NA,NA
1475,Romero Deschamps Carlos Antonio PRI,PRI,2000-2003,PRI,0,1,0,tecnico,57,Hidalgo,0,0,4,2,1,0,0,0,1,dep & gov party congr.,union leader,union/union leader,other,other,leg ballot access,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,1,0.8359441408621736,0.7784530740195764,1,1,0.3638961038961039,0.31820843091334894,1,1
1476,Romero Reyna Valdemar PAN,PAN,2000-2003,PAN,0,0,0,licenciatura,63,Mexico,0,0,0,0,0,0,0,0,0,NA,presidente municipal,presidente municipal,other,other,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,60-95,0,0,0,NA,1.044930176077717,0.6270871985157699,1,NA,0,0,NA,NA
1477,Romero Suárez Silvia PRI,PRI,2000-2003,PRI,1,0,0,licenciatura,50,Guerrero,0,0,1,1,1,0,0,0,1,dep & gov party not congr.,state party leader,state party/state party leader,party leader,cabinet/party leader,leg ballot access,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,appointed executive,lost/appt. exec.,0,not a leader,0,40-59,1,0,0,1,1,1,1,1,1,1,1,1
1479,Rosaldo Salazar Pedro Miguel PRD,PRD,2000-2003,PRD,0,0,0,licenciatura,52,Veracruz,0,0,0,0,0,0,0,0,0,NA,business,non-political position,other,other,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,NA,0.6170847496521952,0.5863672505602006,1,NA,0.518888888888889,0.35639344262295086,1,NA
1481,Rubio Valdez Luis Gerardo PRI,PRI,2000-2003,PRI,0,0,0,licenciatura,39,Guanajuato,0,0,0,0,0,1,1,1,0,NA,presidente municipal,presidente municipal,mayor ballot access,mayor/gov ballot access,NA,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-won,won election,0,not a leader,0,21-39,0,0,0,NA,0.3761748633879781,0,1,NA,0.14045112781954885,0,1,NA
1482,Ruíz Ángeles Roberto PRI,PRI,2000-2003,PRI,0,1,0,licenciatura,44,Mexico,0,0,2,1,1,0,0,0,1,dep & gov party congr.,union leader,union/union leader,other,other,leg ballot access,0,1,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,1,0.8359441408621736,0.7784530740195764,1,1,0.3638961038961039,0.31820843091334894,1,1
1484,Sáinz Lozano Juan Carlos PAN,PAN,2000-2003,PAN,0,0,0,estudios de licenciatura,40,Guanajuato,0,0,0,0,0,0,0,0,1,dep & gov party congr.,presidente municipal,presidente municipal,mayor ballot access,mayor/gov ballot access,other,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-lost,lost/appt. exec.,0,not a leader,0,40-59,0,0,0,1,0.6170847496521952,0.2919199027573412,1,1,0.3406686930091185,0,1,NA
1486,Salazar Silva Jaime PAN,PAN,2000-2003,PAN,0,1,0,at least some master's studies,40,Colima,0,0,1,1,1,0,0,0,0,dep & gov party not congr.,federal bureaucracy,federal bureaucracy,bur appt,bur appt,bur appt,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,1,0.8359441408621736,0.7784530740195764,1,1,0.5718367346938775,0.44549180327868854,1,1
1487,Salgado Macedonio J. Félix PRD,PRD,2000-2003,PRD,0,1,0,licenciatura,43,Guerrero,0,0,3,2,1,1,1,1,1,dep & gov party congr.,presidente municipal,presidente municipal,mayor ballot access,mayor/gov ballot access,other,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-won,won election,0,not a leader,0,40-59,0,0,0,1,0.3483100586925723,0,1,NA,0,0,NA,NA
1488,Salinas Torre Armando PAN,PAN,2000-2003,PAN,0,1,0,licenciatura,35,DF,0,1,2,1,1,0,0,0,0,dep & gov party not congr.,federal bureaucracy,federal bureaucracy,bur appt,bur appt,bur appt,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,1,jcp/mdpres,0,21-39,0,0,0,1,0,0,NA,NA,0,0,NA,NA
1489,San Miguel Cantú Arturo PAN,PAN,2000-2003,PAN,0,0,0,licenciatura,47,Tamaulipas,0,0,0,0,0,0,0,0,0,dep & gov party not congr.,presidente municipal,presidente municipal,mayor ballot access,mayor/gov ballot access,other,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-lost,lost/appt. exec.,0,not a leader,0,40-59,0,0,0,1,0.6170847496521952,0.2919199027573412,1,1,0.3406686930091185,0,1,NA
1491,Sánchez Campuzano Francisco Javier PRI,PRI,2000-2003,PRI,0,1,0,at least some master's studies,59,DF,0,0,0,0,0,0,0,0,0,dep & gov party not congr.,national party,national party/nat. party leader,other,other,other,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,1,1.5915090374106766,1.6033479507505484,1,1,0.7116190476190476,0.7424863387978142,1,1
1492,Sánchez Cortés Maricela PRI,PRI,2000-2003,PRI,1,0,0,estudios de licenciatura,40,Morelos,0,0,1,1,1,2,2,1,0,dep & gov party not congr.,diputado local,diputado local,deputy ballot access,deputy/regidor ballot access,exec ballot access,0,1,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,ballotaccess-won,won election,0,not a leader,0,40-59,1,0,0,1,1,1,1,1,1,1,1,1
1493,Sánchez González Martha Silvia PRI,PRI,2000-2003,PRI,0,0,0,licenciatura,54,Veracruz,0,0,1,1,1,1,1,1,1,dep & gov party congr.,state bureaucracy,state bureaucracy,bur appt,bur appt,bur appt,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,1,0.48567177197978395,0.5130713442401754,1,1,0.41696428571428573,0.38980532786885247,1,1
1494,Sánchez Lira Ma. de los Ángeles PRD,PRD,2000-2003,PRD,1,1,0,licenciatura,43,Mexico,0,0,0,0,0,0,0,0,0,dep & gov party not congr.,presidente municipal,presidente municipal,mayor ballot access,mayor/gov ballot access,bur appt,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-lost,lost/appt. exec.,0,not a leader,0,40-59,1,0,0,1,1,1,1,1,1,1,1,1
1495,Sánchez López Héctor PRD,PRD,2000-2003,PRD,0,1,0,at least some master's studies,50,Oaxaca,0,1,3,2,1,1,1,1,0,dep & gov party not congr.,gobernador,gobernador,gub/pres ballot access,mayor/gov ballot access,leg ballot access,0,1,0,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,ballotaccess-lost,lost/appt. exec.,0,other chair,1,40-59,0,0,0,1,0.28498095711210464,1.4109461966604824,1,1,0,0,NA,NA
1496,Sánchez Nava Luis Fernando PAN,PAN,2000-2003,PAN,0,0,0,licenciatura,32,DF,0,0,0,0,0,0,0,0,0,dep & gov party not congr.,federal bureaucracy,federal bureaucracy,bur appt,bur appt,other,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,21-39,0,0,0,1,0.4770333412528709,0.5521093813019279,1,1,0.17216589861751153,0.19654050144648025,1,1
1497,Sánchez Rodríguez Alfonso PAN,PAN,2000-2003,PAN,0,0,0,licenciatura,51,Baja California,0,0,0,0,0,0,0,0,1,dep & gov party congr.,state bureaucracy,state bureaucracy,bur appt,bur appt,other,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,1,0.6170847496521952,0.5863672505602006,1,1,0.3406686930091185,0.3299939283545841,1,1
1498,Sandoval Ochoa Jorge Esteban PRI,PRI,2000-2003,PRI,0,0,0,licenciatura,48,Chihuahua,0,0,3,2,1,2,2,1,1,dep & gov party congr.,state cabinet,state cabinet,cabinet,cabinet/party leader,other,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,appointed executive,lost/appt. exec.,0,not a leader,0,40-59,0,0,0,1,0.48567177197978395,0.2015637423800689,1,1,0.41696428571428573,0.17134300126103405,1,1
1499,Sandoval Silvera Mario PAN,PAN,2000-2003,PAN,0,1,0,estudios de licenciatura,27,Mexico,0,0,0,0,0,0,0,0,0,dep & gov party not congr.,diputado local,diputado local,deputy ballot access,deputy/regidor ballot access,bur appt,0,1,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-won,won election,0,not a leader,0,21-39,0,0,0,1,2.1595223638939487,1.2541743970315398,1,1,2.168214285714286,1.3364754098360656,1,1
1501,Santiago Ramírez César Augusto PRI,PRI,2000-2003,PRI,0,1,0,at least some master's studies,58,Chiapas,0,0,4,2,1,0,0,0,0,dep & gov party not congr.,national party leader,national party/nat. party leader,party leader,cabinet/party leader,leg ballot access,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,appointed executive,lost/appt. exec.,0,not a leader,0,40-59,0,0,0,1,0.8359441408621736,0.7054730983302412,1,1,0.3638961038961039,0.5568647540983607,1,1
1502,Santibañez García Luis Miguel PAN,PAN,2000-2003,PAN,0,1,0,licenciatura,45,Oaxaca,0,0,0,0,0,0,0,0,0,dep & gov party not congr.,presidente municipal,presidente municipal,mayor ballot access,mayor/gov ballot access,other,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-lost,lost/appt. exec.,0,not a leader,0,40-59,0,0,0,1,1.5915090374106766,1.4109461966604824,1,1,2.168214285714286,0,1,NA
1504,Santos Ortíz Petra PRD,PRD,2000-2003,PRD,1,1,0,licenciatura,54,Sonora,0,0,0,0,0,0,0,0,0,dep & gov party not congr.,presidente municipal,presidente municipal,mayor ballot access,mayor/gov ballot access,leg ballot access,0,1,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,ballotaccess-lost,lost/appt. exec.,0,not a leader,0,40-59,1,0,0,1,1,1,1,1,1,1,1,1
1505,Saro Boardman Ernesto PAN,PAN,2000-2003,PAN,0,0,0,licenciatura,50,Coahuila,0,0,0,0,0,1,1,1,0,dep & gov party not congr.,presidente municipal,presidente municipal,mayor ballot access,mayor/gov ballot access,leg ballot access,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,ballotaccess-won,won election,0,not a leader,0,40-59,0,0,0,1,0.20556003463823944,0.31354359925788494,1,1,0.26685714285714285,0,1,NA
1506,Schettino Pérez Jorge PRI,PRI,2000-2003,PRI,0,0,0,preparatoria,40,Veracruz,0,0,1,1,1,0,0,0,1,dep & gov party congr.,union,union/union leader,other,other,other,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,1,0.35321583416711566,0.1763682745825603,1,1,0.47897435897435897,0.2386563231850117,1,1
1507,Sepúlveda Fayad Juan Manuel PRI,PRI,2000-2003,PRI,0,0,0,licenciatura,48,Hidalgo,0,0,1,1,1,2,2,1,1,NA,state cabinet,state cabinet,cabinet,cabinet/party leader,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,appointed executive,lost/appt. exec.,0,not a leader,0,40-59,0,0,0,NA,0.48567177197978395,0.2015637423800689,1,NA,0.41696428571428573,0.17134300126103405,1,NA
1508,Serrano Peña Mónica Leticia PAN,PAN,2000-2003,PAN,1,0,0,at least some master's studies,43,DF,0,0,0,0,0,0,0,0,0,dep & gov party not congr.,diputado local,diputado local,deputy ballot access,deputy/regidor ballot access,bur appt,0,1,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-won,won election,0,not a leader,0,40-59,1,0,0,1,1,1,1,1,1,1,1,1
1509,Servín Maldonado Rafael PRD,PRD,2000-2003,PRD,0,0,0,estudios de licenciatura,40,Michoacan,0,0,0,0,0,0,0,0,1,dep & gov party congr.,national party,national party/nat. party leader,other,other,bur appt,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,1,0.6170847496521952,0.5863672505602006,1,1,0.518888888888889,0.35639344262295086,1,1
1510,Sheffield Padilla Francisco Ricardo PAN,PAN,2000-2003,PAN,0,0,0,at least some master's studies,34,Guanajuato,0,0,1,1,1,0,0,0,1,dep & gov party congr.,presidente municipal,presidente municipal,other,other,bur appt,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,21-39,0,0,0,1,0.09796220400728597,0,1,NA,0,0,NA,NA
1511,Sicilia Salgado Raúl Efrén PRI,PRI,2000-2003,PRI,0,0,0,licenciatura,65,Hidalgo,0,0,0,0,0,1,1,1,1,NA,state bureaucracy,state bureaucracy,bur appt,bur appt,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,60-95,0,0,0,NA,0,0,NA,NA,0,0,NA,NA
1512,Silva Beltrán Reyes Antonio PRI,PRI,2000-2003,PRI,0,1,0,licenciatura,43,Mexico,0,0,2,1,1,1,1,1,1,NA,state bureaucracy,state bureaucracy,bur appt,bur appt,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,NA,0.3483100586925723,0.48653317126223533,1,NA,0.555952380952381,0.6551350048216008,1,NA
1514,Soberanis González José del Carmen PRI,PRI,2000-2003,PRI,0,1,0,licenciatura,54,Campeche,0,0,1,1,1,0,0,0,1,NA,state cabinet,state cabinet,cabinet,cabinet/party leader,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,appointed executive,lost/appt. exec.,0,not a leader,0,40-59,0,0,0,NA,0.8359441408621736,0.7054730983302412,1,NA,0.3638961038961039,0.5568647540983607,1,NA
1516,Solís Acero Felipe PRI,PRI,2000-2003,PRI,0,1,0,licenciatura,44,Tamaulipas,0,0,0,0,0,0,0,0,1,dep & gov party congr.,national party,national party/nat. party leader,other,other,other,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,1,1.5915090374106766,1.6033479507505484,1,1,0.7116190476190476,0.7424863387978142,1,1
1517,Solís Alatorre Martín Hugo PAN,PAN,2000-2003,PAN,0,0,0,licenciatura,41,Mexico,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,NA,0.6170847496521952,0.5863672505602006,NA,NA,0.3406686930091185,0.3299939283545841,NA,NA
1518,Sondón Saavedra Víctor Hugo PAN,PAN,2000-2003,PAN,0,1,0,licenciatura,33,Mexico,0,0,0,0,0,0,0,0,0,dep & gov party not congr.,diputado local,diputado local,deputy ballot access,deputy/regidor ballot access,leg ballot access,0,1,0,0,0,NA,1,NA,NA,NA,NA,NA,0,NA,NA,ballotaccess-won,won election,0,not a leader,0,21-39,0,0,0,1,2.1595223638939487,1.2541743970315398,1,1,2.168214285714286,1.3364754098360656,1,1
1519,Sosa Castelán Gerardo PRI,PRI,2000-2003,PRI,0,0,0,at least some master's studies,45,Hidalgo,0,0,1,1,1,0,0,0,1,dep & gov party congr.,state party leader,state party/state party leader,party leader,cabinet/party leader,other,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,appointed executive,lost/appt. exec.,0,not a leader,0,40-59,0,0,0,1,0.35321583416711566,0.9406307977736549,1,1,0.47897435897435897,1.1137295081967213,1,1
1520,Sotelo Rosas David Augusto PRD,PRD,2000-2003,PRD,0,0,0,at least some doctoral studies,43,Guerrero,0,0,1,1,1,0,0,0,0,dep & gov party congr.,state bureaucracy,state bureaucracy,bur appt,bur appt,appointed exec,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,1,0.35321583416711566,0.1763682745825603,1,1,0.3335714285714286,0,1,NA
1521,Sotelo Salgado Esteban PAN,PAN,2000-2003,PAN,0,1,0,licenciatura,40,Guerrero,0,0,0,0,0,0,0,0,0,dep & gov party not congr.,federal bureaucracy,federal bureaucracy,bur appt,bur appt,other,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,1,1.5915090374106766,1.6033479507505484,1,1,2.168214285714286,2.672950819672131,1,1
1522,Soto Gómez Máximo PAN,PAN,2000-2003,PAN,0,0,0,estudios de licenciatura,51,DF,0,0,0,0,0,0,0,0,0,dep & gov party not congr.,presidente municipal,presidente municipal,other,other,other,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,1,0.6170847496521952,0.5863672505602006,1,1,0.3406686930091185,0.3299939283545841,1,1
1523,Soto Martínez José PRI,PRI,2000-2003,PRI,0,0,0,licenciatura,54,Oaxaca,0,0,1,1,1,0,0,0,1,dep & gov party congr.,state bureaucracy,state bureaucracy,bur appt,bur appt,exec ballot access,0,1,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,1,0.35321583416711566,0.1763682745825603,1,1,0.47897435897435897,0.2386563231850117,1,1
1524,Soto Monzón Carlos Rodolfo PRI,PRI,2000-2003,PRI,0,0,0,licenciatura,57,Chiapas,0,0,0,0,0,2,2,1,0,NA,state bureaucracy,state bureaucracy,bur appt,bur appt,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,NA,0.20556003463823944,0.20647993121860717,1,NA,0.12129870129870131,0.07680893159977388,1,NA
1525,Soto Reséndiz José Ramón PAN,PAN,2000-2003,PAN,0,0,0,preparatoria,45,Queretaro,0,0,1,1,1,1,1,1,1,dep & gov party congr.,presidente municipal,presidente municipal,other,other,other,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,1,0.48567177197978395,0.5130713442401754,1,1,0,0,NA,NA
1527,Storsberg Montes Heidi Gertud PAN,PAN,2000-2003,PAN,1,1,0,at least some master's studies,31,Mexico,0,0,0,0,0,0,0,0,0,dep & gov party not congr.,federal bureaucracy,federal bureaucracy,bur appt,bur appt,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,21-39,1,0,0,NA,1,1,1,NA,1,1,1,NA
1528,Taboada Contreras Héctor PAN,PAN,2000-2003,PAN,0,0,0,licenciatura,37,Mexico,0,0,0,0,0,0,0,0,0,dep & gov party not congr.,diputado local,diputado local,deputy ballot access,deputy/regidor ballot access,other,0,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-lost,lost/appt. exec.,0,not a leader,0,21-39,0,0,0,1,0.4770333412528709,0.16599367019535086,1,1,0.17216589861751153,0,1,NA
1530,Tapia Bahena María Teresa PAN,PAN,2000-2003,PAN,1,1,0,licenciatura,55,Guerrero,0,0,0,0,0,0,0,0,0,NA,national party,national party/nat. party leader,other,other,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,1,0,0,NA,1,1,1,NA,1,1,1,NA
1531,Tapia Medina María del Rosario PRD,PRD,2000-2003,PRD,1,1,0,licenciatura,46,DF,0,0,0,0,0,0,0,0,1,dep & gov party congr.,national party leader,national party/nat. party leader,party leader,cabinet/party leader,other,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,appointed executive,lost/appt. exec.,0,not a leader,0,40-59,1,0,0,1,1,1,1,1,1,1,1,1
1532,Taracena Martínez Jésus Adelfo PRI,PRI,2000-2003,PRI,0,0,0,licenciatura,48,Tabasco,0,0,1,1,1,2,2,1,1,dep & gov party congr.,national party,national party/nat. party leader,other,other,bur appt,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,1,0.48567177197978395,0.5130713442401754,1,1,0.41696428571428573,0.38980532786885247,1,1
1533,Taylor Arthur Herbert PAN,PAN,2000-2003,PAN,0,1,0,licenciatura,36,Jalisco,0,1,1,1,1,1,1,1,1,dep & gov party congr.,federal bureaucracy,federal bureaucracy,bur appt,bur appt,bur appt,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,other chair,1,21-39,0,0,0,1,0,0,NA,NA,0,0,NA,NA
1534,Tejeda Vázquez José María PAN,PAN,2000-2003,PAN,0,0,0,at least some master's studies,46,Jalisco,0,0,1,1,1,0,0,0,1,dep & gov party congr.,federal bureaucracy,federal bureaucracy,bur appt,bur appt,bur appt,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,1,0.35321583416711566,0.1763682745825603,1,1,0,0,NA,NA
1535,Torres Mercado Tomás PRD,PRD,2000-2003,PRD,0,1,0,at least some master's studies,40,Zacatecas,0,0,0,0,0,1,1,1,1,dep & gov party congr.,gobernador,gobernador,other,other,appointed exec,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,1,1.044930176077717,0.9406307977736549,1,1,0.5337142857142857,0,1,NA
1536,Torres Origel Ricardo PAN,PAN,2000-2003,PAN,0,1,0,licenciatura,44,Guanajuato,0,0,1,1,1,0,0,0,1,dep & gov party congr.,state cabinet,state cabinet,cabinet,cabinet/party leader,leg ballot access,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,appointed executive,lost/appt. exec.,0,not a leader,0,40-59,0,0,0,1,0.8359441408621736,0.7054730983302412,1,1,0.5718367346938775,0.5568647540983607,1,1
1537,Torrijos Mendoza Miguel Angel PAN,PAN,2000-2003,PAN,0,1,0,licenciatura,27,DF,0,0,0,0,0,0,0,0,0,dep & gov party not congr.,federal bureaucracy,federal bureaucracy,bur appt,bur appt,bur appt,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,21-39,0,0,0,1,2.1595223638939487,2.8218923933209648,1,1,2.168214285714286,2.2274590163934427,1,1
